Supplementary_Table8:  NIPT data with different fetal concentrations,,,,,,,
,,,,,,,
,sample,chr13_count,chr13_prob,total_reads,coverage,ff,Z_score_CHR13
2303,sample_2303,864,0.016900747,51122,0.372156,0.12,15.8656628
2304,sample_2304,222,0.014909335,14890,0.108427,0.12,-1.118951929
2305,sample_2305,1086,0.016547059,65631,0.477731,0.12,12.84907678
2306,sample_2306,543,0.016149659,33623,0.244839,0.12,9.459687665
2307,sample_2307,575,0.018581354,30945,0.225208,0.12,30.19944063
2308,sample_2308,693,0.015626409,44348,0.322908,0.12,4.996923685
2309,sample_2309,394,0.015925627,24740,0.18012,0.12,7.548926342
2310,sample_2310,640,0.017078508,37474,0.272769,0.12,17.38176997
2311,sample_2311,1079,0.016374038,65897,0.479783,0.12,11.37339888
2312,sample_2312,322,0.020312894,15852,0.115397,0.12,44.9676265
2313,sample_2313,298,0.01906224,15633,0.113763,0.12,34.30088473
2314,sample_2314,1093,0.017701838,61745,0.449398,0.12,22.69811174
2315,sample_2315,791,0.01507126,52484,0.382221,0.12,0.262092424
2316,sample_2316,941,0.015382101,61175,0.445489,0.12,2.913231196
2317,sample_2317,1002,0.016257524,61633,0.448724,0.12,10.37966002
2318,sample_2318,852,0.018319035,46509,0.338504,0.12,27.9621403
2319,sample_2319,892,0.017490196,51000,0.371197,0.12,20.89303083
2320,sample_2320,675,0.015171608,44491,0.323966,0.12,1.117952894
2321,sample_2321,444,0.015497382,28650,0.208594,0.12,3.896460485
2322,sample_2322,1106,0.017322933,63846,0.464724,0.12,19.46645835
2323,sample_2323,437,0.015357042,28456,0.207206,0.12,2.699512584
2324,sample_2324,226,0.013433989,16823,0.122523,0.12,-13.70207439
2325,sample_2325,974,0.017611428,55305,0.402622,0.12,21.92700548
2326,sample_2326,807,0.017455442,46232,0.336603,0.12,20.59661673
2327,sample_2327,1103,0.016859514,65423,0.476306,0.12,15.51398948
2328,sample_2328,793,0.015678754,50578,0.368251,0.12,5.443364563
2329,sample_2329,417,0.015613299,26708,0.194427,0.12,4.885110074
2330,sample_2330,771,0.017465172,44145,0.321382,0.12,20.67959874
2331,sample_2331,966,0.017298188,55844,0.406575,0.12,19.25540571
2332,sample_2332,271,0.013928149,19457,0.141713,0.12,-9.487417677
2333,sample_2333,317,0.014112724,22462,0.163589,0.12,-7.913195013
2334,sample_2334,537,0.016045177,33468,0.243656,0.12,8.568568189
2335,sample_2335,294,0.014231775,20658,0.150408,0.12,-6.89781817
2336,sample_2336,629,0.018548554,33911,0.246851,0.12,29.9196879
2337,sample_2337,569,0.016188688,35148,0.255957,0.12,9.792557948
2338,sample_2338,739,0.017409536,42448,0.309021,0.12,20.20508984
2339,sample_2339,1054,0.016535149,63743,0.464164,0.12,12.74750066
2340,sample_2340,305,0.018252543,16710,0.121659,0.12,27.39503776
2341,sample_2341,1112,0.016381126,67883,0.49431,0.12,11.4338526
2342,sample_2342,692,0.015031061,46038,0.335251,0.12,-0.080757905
2343,sample_2343,374,0.018566322,20144,0.146654,0.12,30.0712377
2344,sample_2344,414,0.01430546,28940,0.210771,0.12,-6.269364326
2345,sample_2345,869,0.016819897,51665,0.376095,0.12,15.17610037
2346,sample_2346,540,0.018381727,29377,0.213819,0.12,28.49683749
2347,sample_2347,806,0.015254462,52837,0.384784,0.12,1.824609677
2348,sample_2348,467,0.017583493,26559,0.193362,0.12,21.68875678
2349,sample_2349,1013,0.016221496,62448,0.454755,0.12,10.07237893
2350,sample_2350,731,0.015198137,48098,0.350186,0.12,1.344220257
2351,sample_2351,758,0.017980833,42156,0.306821,0.12,25.07763967
2352,sample_2352,854,0.018058022,47292,0.344297,0.12,25.73598269
2353,sample_2353,503,0.018456684,27253,0.198385,0.12,29.13613595
2354,sample_2354,304,0.021778064,13959,0.101574,0.12,57.46395957
2355,sample_2355,827,0.017570697,47067,0.342619,0.12,21.57961834
2356,sample_2356,702,0.015006413,46780,0.340705,0.12,-0.290981535
2357,sample_2357,873,0.016071724,54319,0.39541,0.12,8.794985353
2358,sample_2358,1051,0.017012253,61779,0.44968,0.12,16.81669073
2359,sample_2359,627,0.016223769,38647,0.281324,0.12,10.09176264
2360,sample_2360,1112,0.016430017,67681,0.492871,0.12,11.85083999
2361,sample_2361,471,0.017394837,27077,0.197094,0.12,20.07971945
2362,sample_2362,644,0.017419058,36971,0.26913,0.12,20.28630067
2363,sample_2363,845,0.016526178,51131,0.372194,0.12,12.67098677
2364,sample_2364,520,0.0168492,30862,0.224676,0.12,15.42601719
2365,sample_2365,586,0.017179713,34110,0.248307,0.12,18.24493974
2366,sample_2366,990,0.016748718,59109,0.430372,0.12,14.5690201
2367,sample_2367,471,0.014682045,32080,0.233603,0.12,-3.057494475
2368,sample_2368,878,0.015458563,56797,0.413622,0.12,3.565373842
2369,sample_2369,996,0.015683804,63505,0.462366,0.12,5.486442625
2370,sample_2370,226,0.015099886,14967,0.108958,0.12,0.506246732
2371,sample_2371,790,0.017953321,44003,0.32029,0.12,24.84299403
2372,sample_2372,433,0.015347535,28213,0.205462,0.12,2.618422697
2373,sample_2373,581,0.018568233,31290,0.227729,0.12,30.08752953
2374,sample_2374,326,0.017015502,19159,0.139508,0.12,16.84439694
2375,sample_2375,658,0.018305236,35946,0.261635,0.12,27.84444623
2376,sample_2376,426,0.014203314,29993,0.218443,0.12,-7.140555859
2377,sample_2377,458,0.019591907,23377,0.170168,0.12,38.81837281
2378,sample_2378,548,0.017028152,32182,0.23427,0.12,16.95229243
2379,sample_2379,459,0.014851966,30905,0.225062,0.12,-1.608251728
2380,sample_2380,589,0.01780532,33080,0.2408,0.12,23.58070445
2381,sample_2381,680,0.015725088,43243,0.314928,0.12,5.838551222
2382,sample_2382,979,0.017480582,56005,0.407667,0.12,20.8110338
2383,sample_2383,527,0.014980102,35180,0.256139,0.12,-0.515383368
2384,sample_2384,626,0.015889938,39396,0.286783,0.12,7.244542037
2385,sample_2385,337,0.013816572,24391,0.177645,0.12,-10.43905494
2386,sample_2386,1025,0.016304521,62866,0.457632,0.12,10.78048859
2387,sample_2387,868,0.015274161,56828,0.413856,0.12,1.992619277
2388,sample_2388,700,0.018012454,38862,0.282966,0.12,25.34733493
2389,sample_2389,610,0.017929575,34022,0.247632,0.12,24.64046279
2390,sample_2390,712,0.018133198,39265,0.285905,0.12,26.37714506
2391,sample_2391,371,0.016280499,22788,0.165882,0.12,10.57560477
2392,sample_2392,752,0.016463788,45676,0.332497,0.12,12.13887165
2393,sample_2393,974,0.016431885,59275,0.431526,0.12,11.86677197
2394,sample_2394,502,0.014683515,34188,0.248957,0.12,-3.04495869
2395,sample_2395,817,0.015577037,52449,0.381898,0.12,4.575828504
2396,sample_2396,769,0.017584378,43732,0.318307,0.12,21.69629821
2397,sample_2397,372,0.01855084,20053,0.145952,0.12,29.93919106
2398,sample_2398,779,0.015048778,51765,0.377005,0.12,0.070347741
2399,sample_2399,995,0.01739328,57206,0.416429,0.12,20.06644399
2400,sample_2400,1088,0.016781318,64834,0.471929,0.12,14.84706301
2401,sample_2401,739,0.017907771,41267,0.300357,0.12,24.45450108
2402,sample_2402,806,0.016057696,50194,0.365452,0.12,8.675338931
2403,sample_2403,657,0.01785957,36787,0.267808,0.12,24.04339483
2404,sample_2404,746,0.016527827,45136,0.328688,0.12,12.6850523
2405,sample_2405,795,0.016429693,48388,0.352262,0.12,11.84807683
2406,sample_2406,1096,0.016109592,68034,0.49523,0.12,9.117957344
2407,sample_2407,635,0.015147178,41922,0.305234,0.12,0.909594131
2408,sample_2408,587,0.016650121,35255,0.256656,0.12,13.72808534
2409,sample_2409,521,0.015869148,32831,0.239015,0.12,7.06722555
2410,sample_2410,720,0.01561111,46121,0.335838,0.12,4.866436157
2411,sample_2411,566,0.018703324,30262,0.220329,0.12,31.23971668
2412,sample_2412,1108,0.017633485,62835,0.457363,0.12,22.11512796
2413,sample_2413,1019,0.017324629,58818,0.428148,0.12,19.48091665
2414,sample_2414,608,0.018507808,32851,0.239128,0.12,29.57217165
2415,sample_2415,1115,0.017109362,65169,0.47436,0.12,17.64492199
2416,sample_2416,692,0.015395911,44947,0.327336,0.12,3.031017496
2417,sample_2417,371,0.014870335,24949,0.181664,0.12,-1.451577132
2418,sample_2418,849,0.017672773,48040,0.349784,0.12,22.45021399
2419,sample_2419,1020,0.017429343,58522,0.426126,0.12,20.37401756
2420,sample_2420,1100,0.016585998,66321,0.482896,0.12,13.18119202
2421,sample_2421,334,0.015654293,21336,0.155329,0.12,5.234743564
2422,sample_2422,384,0.019726703,19466,0.141656,0.12,39.96804184
2423,sample_2423,328,0.014147688,23184,0.168855,0.12,-7.614986518
2424,sample_2424,644,0.016063456,40091,0.291928,0.12,8.724461299
2425,sample_2425,1109,0.017117896,64786,0.471682,0.12,17.71770812
2426,sample_2426,897,0.015923171,56333,0.410226,0.12,7.52798464
2427,sample_2427,662,0.015776554,41961,0.305505,0.12,6.277500849
2428,sample_2428,889,0.017850689,49802,0.362569,0.12,23.96764744
2429,sample_2429,401,0.016632103,24110,0.17555,0.12,13.57441374
2430,sample_2430,880,0.015567506,56528,0.411539,0.12,4.494544628
2431,sample_2431,587,0.018560091,31627,0.230188,0.12,30.01809038
2432,sample_2432,528,0.015545872,33964,0.247246,0.12,4.310027462
2433,sample_2433,1195,0.017416525,68613,0.499447,0.12,20.26469164
2434,sample_2434,845,0.015770221,53582,0.390125,0.12,6.223486482
2435,sample_2435,440,0.019781504,22243,0.161861,0.12,40.4354385
2436,sample_2436,310,0.014772457,20985,0.152788,0.12,-2.28638001
2437,sample_2437,483,0.017396629,27764,0.202101,0.12,20.09500143
2438,sample_2438,573,0.017130557,33449,0.243561,0.12,17.82569398
2439,sample_2439,453,0.017164943,26391,0.192167,0.12,18.11896658
2440,sample_2440,713,0.016430086,43396,0.315918,0.12,11.85142367
2441,sample_2441,1028,0.017061391,60253,0.438605,0.12,17.23578342
2442,sample_2442,498,0.016483516,30212,0.219915,0.12,12.3071309
2443,sample_2443,1088,0.017906223,60761,0.442259,0.12,24.44129317
2444,sample_2444,897,0.016207133,55346,0.402912,0.12,9.949878095
2445,sample_2445,1127,0.017888321,63002,0.458558,0.12,24.28861052
2446,sample_2446,1095,0.016404003,66752,0.486053,0.12,11.6289649
2447,sample_2447,934,0.016416782,56893,0.41423,0.12,11.7379604
2448,sample_2448,326,0.014324004,22759,0.165738,0.12,-6.111202828
2449,sample_2449,1142,0.017404557,65615,0.477711,0.12,20.16262013
2450,sample_2450,430,0.018458897,23295,0.169599,0.12,29.15501125
2451,sample_2451,807,0.015977983,50507,0.367709,0.12,7.995473269
2452,sample_2452,296,0.01821987,16246,0.118248,0.12,27.11636451
2453,sample_2453,562,0.016340534,34393,0.250357,0.12,11.08764679
2454,sample_2454,867,0.016692337,51940,0.378178,0.12,14.08814916
2455,sample_2455,911,0.017390806,52384,0.381378,0.12,20.0453428
2456,sample_2456,364,0.020440252,17808,0.12959,0.12,46.05384802
2457,sample_2457,251,0.018101832,13866,0.100924,0.12,26.10962932
2458,sample_2458,685,0.018503012,37021,0.26943,0.12,29.53126539
2459,sample_2459,514,0.01810688,28387,0.206697,0.12,26.15268414
2460,sample_2460,752,0.01534506,49006,0.356846,0.12,2.59731329
2461,sample_2461,196,0.014060258,13940,0.101527,0.12,-8.360669268
2462,sample_2462,1073,0.017435247,61542,0.448082,0.12,20.42437801
2463,sample_2463,741,0.017877391,41449,0.301768,0.12,24.19539347
2464,sample_2464,584,0.018872193,30945,0.225275,0.12,32.6799826
2465,sample_2465,527,0.016438954,32058,0.233383,0.12,11.92706396
2466,sample_2466,381,0.016228649,23477,0.170925,0.12,10.13338664
2467,sample_2467,943,0.018104325,52087,0.379105,0.12,26.13089738
2468,sample_2468,330,0.013902347,23737,0.17283,0.12,-9.707487142
2469,sample_2469,997,0.017387513,57340,0.417363,0.12,20.01725471
2470,sample_2470,651,0.015902484,40937,0.298075,0.12,7.351548045
2471,sample_2471,564,0.019125127,29490,0.214593,0.12,34.83724381
2472,sample_2472,1017,0.017437674,58322,0.424635,0.12,20.44507032
2473,sample_2473,810,0.016244184,49864,0.363072,0.12,10.26588241
2474,sample_2474,836,0.016120324,51860,0.377495,0.12,9.209487148
2475,sample_2475,980,0.015650952,62616,0.455991,0.12,5.206245167
2476,sample_2476,817,0.017460996,46790,0.340595,0.12,20.64398488
2477,sample_2477,205,0.012393447,16541,0.12046,0.12,-22.57678948
2478,sample_2478,651,0.018448198,35288,0.256861,0.12,29.06375962
2479,sample_2479,671,0.017508154,38325,0.278993,0.12,21.04619223
2480,sample_2480,995,0.016971992,58626,0.426884,0.12,16.47330401
2481,sample_2481,700,0.017142577,40834,0.297346,0.12,17.92821425
2482,sample_2482,528,0.01593866,33127,0.241201,0.12,7.66009064
2483,sample_2483,995,0.01749143,56885,0.414012,0.12,20.90355553
2484,sample_2484,1010,0.01621396,62292,0.453532,0.12,10.00810299
2485,sample_2485,441,0.020014523,22034,0.160354,0.12,42.42283885
2486,sample_2486,661,0.016552311,39934,0.290758,0.12,12.8938772
2487,sample_2487,997,0.016365994,60919,0.443608,0.12,11.30479146
2488,sample_2488,562,0.018629011,30168,0.219564,0.12,30.60590264
2489,sample_2489,574,0.018041804,31815,0.231614,0.12,25.59765779
2490,sample_2490,1144,0.017073862,67003,0.487697,0.12,17.34214967
2491,sample_2491,231,0.013404515,17233,0.12548,0.12,-13.95346109
2492,sample_2492,1058,0.016803786,62962,0.458386,0.12,15.03869073
2493,sample_2493,465,0.014461204,32155,0.234166,0.12,-4.941034855
2494,sample_2494,462,0.015839276,29168,0.212338,0.12,6.812448134
2495,sample_2495,777,0.017374388,44721,0.325565,0.12,19.90531072
2496,sample_2496,703,0.016333643,43040,0.313353,0.12,11.02887147
2497,sample_2497,823,0.015481274,53161,0.387091,0.12,3.75907364
2498,sample_2498,534,0.017832693,29945,0.218029,0.12,23.81416545
2499,sample_2499,393,0.015973013,24604,0.179114,0.12,7.953078247
2500,sample_2500,811,0.017094197,47443,0.345223,0.14,17.51558446
2501,sample_2501,592,0.018256391,32427,0.235947,0.14,27.42785616
2502,sample_2502,1009,0.017093583,59028,0.429703,0.14,17.51034309
2503,sample_2503,1168,0.017142438,68135,0.495839,0.14,17.92702483
2504,sample_2504,502,0.017348631,28936,0.210623,0.14,19.68563611
2505,sample_2505,815,0.017433528,46749,0.340339,0.14,20.40971266
2506,sample_2506,955,0.015828554,60334,0.439183,0.14,6.721004884
2507,sample_2507,689,0.016962923,40618,0.295612,0.14,16.39595423
2508,sample_2508,638,0.019077236,33443,0.243367,0.14,34.42878253
2509,sample_2509,453,0.017951258,25235,0.183692,0.14,24.82539722
2510,sample_2510,790,0.018253235,43280,0.315047,0.14,27.40093435
2511,sample_2511,991,0.016682097,59405,0.432287,0.14,14.00081423
2512,sample_2512,1100,0.017638947,62362,0.453856,0.14,22.16171529
2513,sample_2513,268,0.013497859,19855,0.144597,0.14,-13.15732907
2514,sample_2514,365,0.018647185,19574,0.142445,0.14,30.76090885
2515,sample_2515,585,0.017428869,33565,0.244351,0.14,20.36997951
2516,sample_2516,362,0.020677443,17507,0.127373,0.14,48.07683976
2517,sample_2517,706,0.018649127,37857,0.275437,0.14,30.77747149
2518,sample_2518,904,0.015957353,56651,0.412333,0.14,7.819518586
2519,sample_2519,739,0.016959655,43574,0.317145,0.14,16.36808167
2520,sample_2520,834,0.0176493,47254,0.343864,0.14,22.25001305
2521,sample_2521,1027,0.016010351,64146,0.467046,0.14,8.27153884
2522,sample_2522,271,0.014269166,18992,0.138277,0.14,-6.578909963
2523,sample_2523,230,0.013915779,16528,0.120336,0.14,-9.592920275
2524,sample_2524,820,0.017595434,46603,0.339191,0.14,21.79059575
2525,sample_2525,536,0.018312891,29269,0.212971,0.14,27.90973639
2526,sample_2526,373,0.014648706,25463,0.185357,0.14,-3.341839814
2527,sample_2527,598,0.017674529,33834,0.246307,0.14,22.46518986
2528,sample_2528,842,0.017330808,48584,0.353664,0.14,19.53362528
2529,sample_2529,802,0.015628349,51317,0.373621,0.14,5.013469568
2530,sample_2530,870,0.017928903,48525,0.353135,0.14,24.63472833
2531,sample_2531,294,0.015654119,18781,0.136735,0.14,5.233253651
2532,sample_2532,697,0.018751177,37171,0.270534,0.14,31.64784894
2533,sample_2533,743,0.018143635,40951,0.298032,0.14,26.46616638
2534,sample_2534,226,0.0136978,16499,0.120134,0.14,-11.45205149
2535,sample_2535,1162,0.017643754,65859,0.479357,0.14,22.2027163
2536,sample_2536,541,0.019621355,27572,0.200601,0.14,39.06953635
2537,sample_2537,587,0.017198945,34130,0.248442,0.14,18.40897252
2538,sample_2538,337,0.017156239,19643,0.142973,0.14,18.04473308
2539,sample_2539,615,0.015416238,39893,0.290388,0.14,3.204391016
2540,sample_2540,642,0.016001994,40120,0.29211,0.14,8.200259433
2541,sample_2541,1053,0.018446177,57085,0.415333,0.14,29.04652322
2542,sample_2542,679,0.016622601,40848,0.297328,0.14,13.49337184
2543,sample_2543,891,0.016388015,54369,0.395738,0.14,11.49260737
2544,sample_2544,619,0.016438283,37656,0.274076,0.14,11.92134115
2545,sample_2545,422,0.018905963,22321,0.162393,0.14,32.96800794
2546,sample_2546,550,0.015419552,35669,0.259628,0.14,3.232652087
2547,sample_2547,564,0.018473632,30530,0.222223,0.14,29.28069129
2548,sample_2548,942,0.016766936,56182,0.408885,0.14,14.7243964
2549,sample_2549,954,0.017284801,55193,0.401825,0.14,19.14122722
2550,sample_2550,1106,0.017220977,64224,0.467559,0.14,18.59687655
2551,sample_2551,912,0.015458675,58996,0.429557,0.14,3.566330892
2552,sample_2552,319,0.018861231,16913,0.123085,0.14,32.58649193
2553,sample_2553,537,0.018603845,28865,0.210109,0.14,30.39126883
2554,sample_2554,1088,0.016510365,65898,0.479598,0.14,12.53611578
2555,sample_2555,878,0.018463609,47553,0.346049,0.14,29.19520184
2556,sample_2556,1097,0.016901886,64904,0.47254,0.14,15.8753741
2557,sample_2557,822,0.018344529,44809,0.326133,0.14,28.17957663
2558,sample_2558,560,0.014812855,37805,0.275287,0.14,-1.941820394
2559,sample_2559,1000,0.017275633,57885,0.421393,0.14,19.06303493
2560,sample_2560,862,0.016653143,51762,0.376856,0.14,13.75386559
2561,sample_2561,641,0.017373628,36895,0.268474,0.14,19.89882866
2562,sample_2562,912,0.016864529,54078,0.393545,0.14,15.55676015
2563,sample_2563,1070,0.016787474,63738,0.463964,0.14,14.89956094
2564,sample_2564,442,0.015562284,28402,0.206802,0.14,4.450006364
2565,sample_2565,576,0.019303596,29839,0.217131,0.14,36.35939176
2566,sample_2566,649,0.015366402,42235,0.307413,0.14,2.779341848
2567,sample_2567,346,0.017051895,20291,0.147671,0.14,17.15479095
2568,sample_2568,980,0.017384209,56373,0.410177,0.14,19.98907233
2569,sample_2569,417,0.016308811,25569,0.186145,0.14,10.81708389
2570,sample_2570,1106,0.016785042,65892,0.4795,0.14,14.87882258
2571,sample_2571,429,0.017119598,25059,0.182423,0.14,17.73222357
2572,sample_2572,440,0.015495686,28395,0.206732,0.14,3.88199253
2573,sample_2573,903,0.016839475,53624,0.390372,0.14,15.34307504
2574,sample_2574,1159,0.017470079,66342,0.482865,0.14,20.72145611
2575,sample_2575,650,0.015857526,40990,0.298341,0.14,6.968103728
2576,sample_2576,1030,0.016967021,60706,0.441893,0.14,16.43091039
2577,sample_2577,898,0.017372463,51691,0.37621,0.14,19.88889611
2578,sample_2578,258,0.014787643,17447,0.12702,0.14,-2.156859182
2579,sample_2579,1093,0.016453657,66429,0.483417,0.14,12.05246391
2580,sample_2580,811,0.017805001,45549,0.331416,0.14,23.57798178
2581,sample_2581,230,0.01318883,17439,0.126968,0.14,-15.79302304
2582,sample_2582,1028,0.018173782,56565,0.411607,0.14,26.72329058
2583,sample_2583,607,0.019147057,31702,0.230714,0.14,35.02428159
2584,sample_2584,555,0.01822301,30456,0.221651,0.14,27.14315165
2585,sample_2585,340,0.021277927,15979,0.116253,0.14,53.1983256
2586,sample_2586,913,0.015763394,57919,0.42166,0.14,6.165254034
2587,sample_2587,325,0.017751802,18308,0.133211,0.14,23.12425364
2588,sample_2588,1068,0.018067703,59111,0.430116,0.14,25.81854816
2589,sample_2589,1142,0.018360424,62199,0.452524,0.14,28.31514227
2590,sample_2590,787,0.015597439,50457,0.367289,0.14,4.749841395
2591,sample_2591,604,0.015616516,38677,0.28158,0.14,4.912546703
2592,sample_2592,207,0.013465166,15373,0.111957,0.14,-13.43616778
2593,sample_2593,327,0.014355958,22778,0.165839,0.14,-5.838670998
2594,sample_2594,1085,0.017326456,62621,0.455793,0.14,19.49650298
2595,sample_2595,1096,0.016701461,65623,0.477564,0.14,14.16596767
2596,sample_2596,992,0.017037062,58226,0.423875,0.14,17.02828603
2597,sample_2597,868,0.015874467,54679,0.398131,0.14,7.112593356
2598,sample_2598,587,0.018785202,31248,0.227385,0.14,31.93804801
2599,sample_2599,996,0.017871562,55731,0.405677,0.14,24.14567079
2600,sample_2600,1028,0.015982339,64321,0.468317,0.14,8.032619602
2601,sample_2601,971,0.016394273,59228,0.431118,0.14,11.54597928
2602,sample_2602,783,0.017174442,45591,0.331754,0.14,18.19998912
2603,sample_2603,672,0.017845288,37657,0.274056,0.14,23.9215827
2604,sample_2604,484,0.01683127,28756,0.209361,0.14,15.27309631
2605,sample_2605,1090,0.017297469,63015,0.458605,0.14,19.24927382
2606,sample_2606,358,0.019157703,18687,0.135958,0.14,35.1150827
2607,sample_2607,300,0.014790711,20283,0.1477,0.14,-2.130685101
2608,sample_2608,1068,0.018251418,58516,0.425751,0.14,27.38544295
2609,sample_2609,1080,0.016176625,66763,0.486013,0.14,9.689672977
2610,sample_2610,817,0.016675171,48995,0.356581,0.14,13.94173833
2611,sample_2611,879,0.016973699,51786,0.376909,0.14,16.48786722
2612,sample_2612,775,0.015685719,49408,0.3597,0.14,5.502771151
2613,sample_2613,478,0.018492011,25849,0.188167,0.14,29.43744283
2614,sample_2614,407,0.014430577,28204,0.205317,0.14,-5.202244617
2615,sample_2615,702,0.016645327,42174,0.307012,0.14,13.68719726
2616,sample_2616,1042,0.016821102,61946,0.450768,0.14,15.18637632
2617,sample_2617,416,0.019669031,21150,0.153937,0.14,39.47615936
2618,sample_2618,441,0.018376531,23998,0.174682,0.14,28.45252267
2619,sample_2619,701,0.015924942,44019,0.320506,0.14,7.543083912
2620,sample_2620,368,0.019938235,18457,0.134292,0.14,41.77218218
2621,sample_2621,502,0.019518644,25719,0.187105,0.14,38.19351975
2622,sample_2622,1046,0.015934434,65644,0.477946,0.14,7.624046644
2623,sample_2623,718,0.017634345,40716,0.296412,0.14,22.12246879
2624,sample_2624,292,0.014003453,20852,0.151801,0.14,-8.845158074
2625,sample_2625,595,0.016128595,36891,0.268578,0.14,9.280030792
2626,sample_2626,511,0.018204489,28070,0.204268,0.14,26.98518336
2627,sample_2627,745,0.016231998,45897,0.334042,0.14,10.16194506
2628,sample_2628,212,0.012929194,16397,0.11941,0.14,-18.00743412
2629,sample_2629,621,0.015781047,39351,0.286444,0.14,6.315821981
2630,sample_2630,897,0.017923869,50045,0.364322,0.14,24.59179277
2631,sample_2631,950,0.01571001,60471,0.440199,0.14,5.709946069
2632,sample_2632,342,0.015248796,22428,0.1633,0.14,1.776287422
2633,sample_2633,905,0.017762512,50950,0.370749,0.14,23.21559657
2634,sample_2634,234,0.014978876,15622,0.113715,0.14,-0.525843134
2635,sample_2635,913,0.015992013,57091,0.415687,0.14,8.115129909
2636,sample_2636,615,0.015182936,40506,0.294868,0.14,1.214569642
2637,sample_2637,870,0.015462543,56265,0.409664,0.14,3.599322136
2638,sample_2638,250,0.016546429,15109,0.110002,0.14,12.84370975
2639,sample_2639,431,0.014623554,29473,0.214621,0.14,-3.556361208
2640,sample_2640,768,0.015613882,49187,0.358143,0.14,4.890076732
2641,sample_2641,292,0.015475118,18869,0.137356,0.14,3.706569991
2642,sample_2642,1004,0.017230431,58269,0.423998,0.14,18.67751497
2643,sample_2643,1071,0.016906878,63347,0.461145,0.14,15.9179516
2644,sample_2644,340,0.017836533,19062,0.138724,0.14,23.84691779
2645,sample_2645,771,0.016141188,47766,0.347722,0.14,9.387437678
2646,sample_2646,961,0.017417624,55174,0.401516,0.14,20.27407072
2647,sample_2647,661,0.018342259,36037,0.262183,0.14,28.16021889
2648,sample_2648,1031,0.016312517,63203,0.46004,0.14,10.84868664
2649,sample_2649,713,0.01809415,39405,0.286723,0.14,26.04411579
2650,sample_2650,800,0.017860332,44792,0.326044,0.14,24.04989597
2651,sample_2651,265,0.01796732,14749,0.107342,0.14,24.96238587
2652,sample_2652,472,0.018554188,25439,0.185123,0.14,29.96774743
2653,sample_2653,720,0.017246748,41747,0.303928,0.14,18.81668147
2654,sample_2654,646,0.017590197,36725,0.267259,0.14,21.74593522
2655,sample_2655,727,0.016640344,43689,0.318067,0.14,13.64470397
2656,sample_2656,1032,0.017079872,60422,0.439874,0.14,17.39340176
2657,sample_2657,444,0.019568092,22690,0.165112,0.14,38.61525715
2658,sample_2658,613,0.017542856,34943,0.254287,0.14,21.34215942
2659,sample_2659,579,0.019001674,30471,0.221669,0.14,33.78431805
2660,sample_2660,864,0.017509373,49345,0.359203,0.14,21.0565876
2661,sample_2661,661,0.017572777,37615,0.27372,0.14,21.59735618
2662,sample_2662,995,0.016721284,59505,0.433184,0.14,14.3350328
2663,sample_2663,439,0.018615104,23583,0.171648,0.14,30.48729275
2664,sample_2664,273,0.014450561,18892,0.137575,0.14,-5.031803664
2665,sample_2665,407,0.01676622,24275,0.176728,0.14,14.71829278
2666,sample_2666,1142,0.017830377,64048,0.466142,0.14,23.79441199
2667,sample_2667,996,0.015704825,63420,0.461762,0.14,5.66572544
2668,sample_2668,617,0.016577554,37219,0.270883,0.14,13.10917436
2669,sample_2669,169,0.012002841,14080,0.102526,0.14,-25.90823802
2670,sample_2670,324,0.01945245,16656,0.12117,0.14,37.62895374
2671,sample_2671,1033,0.01629466,63395,0.461357,0.14,10.69639109
2672,sample_2672,311,0.017225145,18055,0.131375,0.14,18.63243202
2673,sample_2673,205,0.01386728,14783,0.107634,0.14,-10.00656741
2674,sample_2674,1155,0.017479872,66076,0.480777,0.14,20.80497461
2675,sample_2675,517,0.01699931,30413,0.221372,0.14,16.70629355
2676,sample_2676,615,0.017475563,35192,0.256154,0.14,20.76822315
2677,sample_2677,283,0.015566557,18180,0.132349,0.14,4.486444593
2678,sample_2678,197,0.013829414,14245,0.103692,0.14,-10.3295252
2679,sample_2679,458,0.017014005,26919,0.195923,0.14,16.8316302
2680,sample_2680,358,0.014673334,24398,0.177641,0.14,-3.131790053
2681,sample_2681,288,0.016710183,17235,0.125444,0.14,14.2403518
2682,sample_2682,1066,0.016734694,63700,0.463611,0.14,14.44940534
2683,sample_2683,734,0.015573614,47131,0.343068,0.14,4.54663593
2684,sample_2684,277,0.014939057,18542,0.134992,0.14,-0.865453779
2685,sample_2685,316,0.020195565,15647,0.113867,0.14,43.96693031
2686,sample_2686,274,0.013350875,20523,0.149461,0.14,-14.41095261
2687,sample_2687,818,0.01623338,50390,0.3668,0.14,10.17373123
2688,sample_2688,656,0.015551657,42182,0.307137,0.14,4.359367366
2689,sample_2689,1026,0.017494501,58647,0.426766,0.14,20.92974718
2690,sample_2690,1115,0.017132233,65082,0.473643,0.14,17.8399903
2691,sample_2691,988,0.017480538,56520,0.411383,0.14,20.81065658
2692,sample_2692,244,0.013861274,17603,0.128144,0.14,-10.05779505
2693,sample_2693,412,0.018373172,22424,0.163166,0.14,28.42386737
2694,sample_2694,972,0.017305843,56166,0.408807,0.14,19.32069965
2695,sample_2695,1082,0.015903112,68037,0.495229,0.14,7.356897706
2696,sample_2696,652,0.015273971,42687,0.310838,0.14,1.991001963
