Supplementary_Table8:  NIPT data with different fetal concentrations,,,,,,,
,,,,,,,
,sample,chr13_count,chr13_prob,total_reads,coverage,ff,Z_score_CHR13
4671,sample_4671,269,0.016602889,16202,0.117871,0.22,13.32524676
4672,sample_4672,1136,0.017487416,64961,0.472436,0.22,20.86931569
4673,sample_4673,1261,0.018609525,67761,0.492713,0.22,30.43970603
4674,sample_4674,682,0.019216139,35491,0.258081,0.22,35.61348
4675,sample_4675,933,0.017533639,53212,0.387145,0.22,21.26355272
4676,sample_4676,950,0.018740999,50691,0.368587,0.22,31.56104487
4677,sample_4677,1011,0.017252854,58599,0.426064,0.22,18.86875805
4678,sample_4678,823,0.019145323,42987,0.312587,0.22,35.00949274
4679,sample_4679,698,0.01668978,41822,0.30424,0.22,14.06634227
4680,sample_4680,862,0.01658043,51989,0.378066,0.22,13.13370357
4681,sample_4681,802,0.019618395,40880,0.297178,0.22,39.04429332
4682,sample_4682,994,0.017113441,58083,0.422487,0.22,17.67971403
4683,sample_4683,489,0.016172774,30236,0.219891,0.22,9.656831472
4684,sample_4684,563,0.019010637,29615,0.215292,0.22,33.86076097
4685,sample_4685,525,0.020048115,26187,0.19034,0.22,42.70934666
4686,sample_4686,509,0.01731587,29395,0.213845,0.22,19.40621628
4687,sample_4687,573,0.019709008,29073,0.211371,0.22,39.81712574
4688,sample_4688,1022,0.017735973,57623,0.418943,0.22,22.98924914
4689,sample_4689,911,0.016318561,55826,0.406095,0.22,10.90023918
4690,sample_4690,587,0.016769033,35005,0.254594,0.22,14.74228128
4691,sample_4691,435,0.016535523,26307,0.191325,0.22,12.75068969
4692,sample_4692,884,0.017304831,51084,0.371493,0.22,19.31206723
4693,sample_4693,632,0.019085583,33114,0.240741,0.22,34.49997558
4694,sample_4694,1228,0.018161113,67617,0.491558,0.22,26.61523719
4695,sample_4695,614,0.017242832,35609,0.259098,0.22,18.78327876
4696,sample_4696,379,0.019598718,19338,0.140597,0.22,38.87646315
4697,sample_4697,1132,0.01691926,66906,0.486797,0.22,16.02355569
4698,sample_4698,873,0.01600484,54546,0.396931,0.22,8.224532202
4699,sample_4699,1154,0.018394249,62737,0.456392,0.22,28.6036351
4700,sample_4700,819,0.016576598,49407,0.359501,0.22,13.10102055
4701,sample_4701,874,0.018985967,46034,0.334817,0.22,33.65035561
4702,sample_4702,700,0.017128735,40867,0.297206,0.22,17.81015178
4703,sample_4703,232,0.014130832,16418,0.119435,0.22,-7.758750566
4704,sample_4704,628,0.018717215,33552,0.24402,0.22,31.35819007
4705,sample_4705,1106,0.018376672,60185,0.437603,0.22,28.45372141
4706,sample_4706,949,0.016539728,57377,0.417479,0.22,12.78655894
4707,sample_4707,763,0.019294963,39544,0.287488,0.22,36.28575817
4708,sample_4708,1057,0.018173378,58162,0.423076,0.22,26.71984006
4709,sample_4709,383,0.018532856,20666,0.15032,0.22,29.78580358
4710,sample_4710,548,0.0170791,32086,0.233447,0.22,17.38682041
4711,sample_4711,237,0.015562414,15229,0.11082,0.22,4.451110601
4712,sample_4712,424,0.02074161,20442,0.148633,0.22,48.62411649
4713,sample_4713,947,0.017091086,55409,0.402907,0.22,17.48905129
4714,sample_4714,1012,0.017733852,57066,0.41497,0.22,22.97115542
4715,sample_4715,897,0.019588574,45792,0.332861,0.22,38.78995312
4716,sample_4716,885,0.017764307,49819,0.362381,0.22,23.23090194
4717,sample_4717,277,0.018910431,14648,0.106558,0.22,33.00611915
4718,sample_4718,994,0.01936678,51325,0.373123,0.22,36.89828672
4719,sample_4719,628,0.019026267,33007,0.239936,0.22,33.99407372
4720,sample_4720,750,0.016188914,46328,0.336985,0.22,9.794485465
4721,sample_4721,557,0.017539992,31756,0.230924,0.22,21.31774054
4722,sample_4722,1089,0.01760256,61866,0.449879,0.22,21.85137804
4723,sample_4723,311,0.015671454,19845,0.144332,0.22,5.381104724
4724,sample_4724,865,0.016124222,53646,0.39037,0.22,9.242731219
4725,sample_4725,899,0.017132294,52474,0.381745,0.22,17.84050976
4726,sample_4726,462,0.016140866,28623,0.208215,0.22,9.384686624
4727,sample_4727,760,0.018550611,40969,0.297882,0.22,29.93723934
4728,sample_4728,537,0.01838034,29216,0.212455,0.22,28.48500222
4729,sample_4729,1104,0.017534664,62961,0.457859,0.22,21.27229732
4730,sample_4730,713,0.019228176,37081,0.269578,0.22,35.71614147
4731,sample_4731,634,0.016308262,38876,0.282839,0.22,10.81239908
4732,sample_4732,1114,0.016700397,66705,0.485119,0.22,14.15689199
4733,sample_4733,931,0.016433665,56652,0.412208,0.22,11.88195265
4734,sample_4734,616,0.019542527,31521,0.229201,0.22,38.3972196
4735,sample_4735,899,0.016614918,54108,0.393476,0.22,13.42784791
4736,sample_4736,1047,0.01766701,59263,0.43098,0.22,22.40106245
4737,sample_4737,1076,0.017619126,61070,0.444209,0.22,21.99266165
4738,sample_4738,530,0.015544345,34096,0.24805,0.22,4.297006156
4739,sample_4739,474,0.018627682,25446,0.185088,0.22,30.59457006
4740,sample_4740,936,0.019321278,48444,0.352184,0.22,36.51020211
4741,sample_4741,1012,0.017039332,59392,0.431999,0.22,17.04764172
4742,sample_4742,255,0.015961442,15976,0.1162,0.22,7.854395497
4743,sample_4743,665,0.016341475,40694,0.296085,0.22,11.09567244
4744,sample_4744,806,0.017540042,45952,0.334311,0.22,21.31816136
4745,sample_4745,241,0.017333142,13904,0.101103,0.22,19.55352366
4746,sample_4746,1065,0.017068402,62396,0.453793,0.22,17.29557707
4747,sample_4747,584,0.017088515,34175,0.248665,0.22,17.46712094
4748,sample_4748,918,0.016902964,54310,0.395178,0.22,15.88457341
4749,sample_4749,521,0.016212348,32136,0.233825,0.22,9.99434978
4750,sample_4750,1073,0.018492667,58023,0.421926,0.22,29.44303273
4751,sample_4751,750,0.017293857,43368,0.3154,0.22,19.21847044
4752,sample_4752,1206,0.018339974,65758,0.478372,0.22,28.14072601
4753,sample_4753,796,0.017807208,44701,0.325004,0.22,23.59680244
4754,sample_4754,849,0.018547242,45775,0.332949,0.22,29.90850116
4755,sample_4755,570,0.018182978,31348,0.22803,0.22,26.80172097
4756,sample_4756,1030,0.019115491,53883,0.39179,0.22,34.75505741
4757,sample_4757,1099,0.017706387,62068,0.451582,0.22,22.7369042
4758,sample_4758,669,0.019960616,33516,0.243683,0.22,41.96306824
4759,sample_4759,778,0.017954399,43332,0.315235,0.22,24.85218167
4760,sample_4760,940,0.016913776,55576,0.404392,0.22,15.97678195
4761,sample_4761,1074,0.017525824,61281,0.445832,0.22,21.19689602
4762,sample_4762,680,0.017165649,39614,0.288116,0.22,18.12498728
4763,sample_4763,709,0.016658052,42562,0.309583,0.22,13.79573027
4764,sample_4764,625,0.017287639,36153,0.262876,0.22,19.16543265
4765,sample_4765,675,0.01837985,36725,0.267023,0.22,28.480829
4766,sample_4766,1020,0.018408562,55409,0.402784,0.22,28.72570778
4767,sample_4767,785,0.015992666,49085,0.357106,0.22,8.120699576
4768,sample_4768,433,0.015051446,28768,0.209335,0.22,0.093102238
4769,sample_4769,802,0.017299769,46359,0.337283,0.22,19.26889322
4770,sample_4770,649,0.016159554,40162,0.292107,0.22,9.544075866
4771,sample_4771,771,0.016569599,46531,0.338433,0.22,13.04132064
4772,sample_4772,550,0.017078624,32204,0.234202,0.22,17.38275939
4773,sample_4773,837,0.017105371,48932,0.355805,0.22,17.61088222
4774,sample_4774,894,0.018933458,47218,0.343295,0.22,33.20250733
4775,sample_4775,428,0.019647448,21784,0.15839,0.22,39.29207891
4776,sample_4776,283,0.018689737,15142,0.110131,0.22,31.12383286
4777,sample_4777,368,0.020542592,17914,0.130224,0.22,46.92670567
4778,sample_4778,367,0.019342258,18974,0.138025,0.22,36.68913607
4779,sample_4779,806,0.018175668,44345,0.32249,0.22,26.73937344
4780,sample_4780,629,0.016086134,39102,0.284457,0.22,8.917880916
4781,sample_4781,567,0.019272604,29420,0.213879,0.22,36.09506065
4782,sample_4782,873,0.017020862,51290,0.372956,0.22,16.89011127
4783,sample_4783,455,0.019977169,22776,0.165652,0.22,42.10424868
4784,sample_4784,229,0.016640023,13762,0.100094,0.22,13.6419662
4785,sample_4785,413,0.020482047,20164,0.146621,0.22,46.41032012
4786,sample_4786,991,0.018945477,52308,0.380382,0.22,33.30501835
4787,sample_4787,450,0.017002305,26467,0.192454,0.22,16.73183983
4788,sample_4788,556,0.01819729,30554,0.22225,0.22,26.92378585
4789,sample_4789,444,0.016460295,26974,0.196253,0.22,12.10907733
4790,sample_4790,876,0.01871475,46808,0.340442,0.22,31.33716239
4791,sample_4791,709,0.015930078,44507,0.323873,0.22,7.586896277
4792,sample_4792,905,0.016415149,55132,0.401167,0.22,11.72403023
4793,sample_4793,481,0.018086786,26594,0.193424,0.22,25.98130879
4794,sample_4794,668,0.017036036,39211,0.285291,0.22,17.0195296
4795,sample_4795,1180,0.017616936,66981,0.487215,0.22,21.97398801
4796,sample_4796,597,0.020043646,29785,0.216499,0.22,42.67122792
4797,sample_4797,1236,0.018811067,65706,0.477762,0.22,32.15865074
4798,sample_4798,1032,0.017567752,58744,0.427387,0.22,21.55449645
4799,sample_4799,604,0.019429343,31087,0.226,0.22,37.43188332
4800,sample_4800,594,0.017711253,33538,0.243866,0.22,22.77840907
4801,sample_4801,858,0.0173635,49414,0.359296,0.22,19.81245073
4802,sample_4802,469,0.021300754,22018,0.160035,0.22,53.39301249
4803,sample_4803,830,0.019000527,43683,0.317757,0.22,33.77453364
4804,sample_4804,1091,0.017758318,61436,0.446764,0.22,23.17982054
4805,sample_4805,735,0.020068807,36624,0.266195,0.22,42.88582611
4806,sample_4806,692,0.018624179,37156,0.270119,0.22,30.5646931
4807,sample_4807,343,0.020228828,16956,0.123278,0.22,44.25062733
4808,sample_4808,606,0.019586296,30940,0.225045,0.22,38.77052109
4809,sample_4809,435,0.018099359,24034,0.174803,0.22,26.08854088
4810,sample_4810,713,0.018169771,39241,0.285329,0.22,26.68908137
4811,sample_4811,1113,0.01807317,61583,0.447969,0.22,25.86517078
4812,sample_4812,904,0.016472603,54879,0.399313,0.22,12.21405366
4813,sample_4813,1112,0.017663691,62954,0.457936,0.22,22.37275646
4814,sample_4814,471,0.017379432,27101,0.197186,0.22,19.94833595
4815,sample_4815,679,0.019053231,35637,0.259128,0.22,34.22404811
4816,sample_4816,717,0.016181084,44311,0.322449,0.22,9.727702851
4817,sample_4817,377,0.017780503,21203,0.154171,0.22,23.36903622
4818,sample_4818,697,0.019124184,36446,0.264924,0.22,34.82919729
4819,sample_4819,255,0.017610497,14480,0.105302,0.22,21.91907101
4820,sample_4820,568,0.016990727,33430,0.243086,0.22,16.63309303
4821,sample_4821,1120,0.017429465,64259,0.467485,0.22,20.37506084
4822,sample_4822,890,0.018314641,48595,0.353356,0.22,27.92466758
4823,sample_4823,655,0.016144935,40570,0.295084,0.22,9.419390359
4824,sample_4824,550,0.019931147,27595,0.200625,0.22,41.71173024
4825,sample_4825,1264,0.018759276,67380,0.489834,0.22,31.71692267
4826,sample_4826,762,0.018374729,41470,0.301527,0.22,28.43714792
4827,sample_4827,657,0.017069369,38490,0.280012,0.22,17.30382324
4828,sample_4828,881,0.018258311,48252,0.350978,0.22,27.44422537
4829,sample_4829,1235,0.018743076,65891,0.479125,0.22,31.57875346
4830,sample_4830,473,0.018904876,25020,0.181966,0.22,32.95873788
4831,sample_4831,241,0.014246025,16917,0.123065,0.22,-6.776280117
4832,sample_4832,374,0.014898024,25104,0.182638,0.22,-1.215421847
4833,sample_4833,1231,0.018106403,67987,0.494281,0.22,26.148614
4834,sample_4834,234,0.016650064,14054,0.102261,0.22,13.72760336
4835,sample_4835,766,0.01603819,47761,0.347466,0.22,8.508973758
4836,sample_4836,822,0.016105016,51040,0.371314,0.22,9.078923939
4837,sample_4837,388,0.021477996,18065,0.131377,0.22,54.9046988
4838,sample_4838,644,0.016166688,39835,0.289716,0.22,9.60491937
4839,sample_4839,359,0.015610732,22997,0.167265,0.22,4.863211608
4840,sample_4840,1043,0.017167594,60754,0.441987,0.22,18.14157942
4841,sample_4841,700,0.016248085,43082,0.313296,0.22,10.29915263
4842,sample_4842,260,0.017063726,15237,0.110828,0.22,17.25570121
4843,sample_4843,1014,0.01851649,54762,0.398357,0.22,29.64621603
4844,sample_4844,792,0.016669824,47511,0.345706,0.22,13.89613324
4845,sample_4845,622,0.016583571,37507,0.272908,0.22,13.16048945
4846,sample_4846,816,0.016836198,48467,0.352553,0.22,15.31512542
4847,sample_4847,733,0.016592344,44177,0.321243,0.22,13.23531687
4848,sample_4848,1133,0.017175775,65965,0.479798,0.22,18.21135569
4849,sample_4849,432,0.016191904,26680,0.194023,0.22,9.81998881
4850,sample_4850,493,0.017118056,28800,0.209476,0.22,17.71907031
4851,sample_4851,1003,0.016623024,60338,0.439034,0.22,13.49697763
4852,sample_4852,814,0.018317656,44438,0.323092,0.22,27.9503792
4853,sample_4853,1009,0.017077959,59082,0.429886,0.22,17.37709339
4854,sample_4854,1067,0.016427769,64951,0.472612,0.22,11.83166131
4855,sample_4855,784,0.017410615,45030,0.327547,0.22,20.21429061
4856,sample_4856,1077,0.016499678,65274,0.474877,0.22,12.44497372
4857,sample_4857,1165,0.017251847,67529,0.490996,0.22,18.86017121
4858,sample_4858,743,0.018461921,40245,0.292668,0.22,29.18080253
4859,sample_4859,296,0.01608958,18397,0.133817,0.22,8.947272643
4860,sample_4860,548,0.017814186,30762,0.223789,0.22,23.65632108
4861,sample_4861,713,0.015823347,45060,0.32784,0.22,6.676588504
4862,sample_4862,402,0.021938441,18324,0.133164,0.22,58.83180428
4863,sample_4863,1055,0.016788402,62841,0.456961,0.22,14.90748223
4864,sample_4864,640,0.015817701,40461,0.294396,0.22,6.628437125
4865,sample_4865,704,0.017058809,41269,0.300186,0.22,17.21376293
4866,sample_4866,456,0.020547019,22193,0.161403,0.22,46.96446277
4867,sample_4867,913,0.018630752,49005,0.35635,0.22,30.62075229
4868,sample_4868,855,0.018817678,45436,0.330335,0.22,32.21502808
4869,sample_4869,1041,0.017112423,60833,0.442577,0.22,17.67102666
4870,sample_4870,522,0.019048314,27404,0.199269,0.22,34.18211069
4871,sample_4871,550,0.020422561,26931,0.195758,0.22,45.90296944
4872,sample_4872,805,0.018516815,43474,0.316114,0.22,29.64898888
4873,sample_4873,454,0.017885282,25384,0.184628,0.22,24.26269162
4874,sample_4874,886,0.018361553,48253,0.350821,0.22,28.32477014
4875,sample_4875,850,0.018250526,46574,0.338635,0.22,27.37783198
4876,sample_4876,917,0.017841161,51398,0.373862,0.22,23.88638727
4877,sample_4877,567,0.019007073,29831,0.216912,0.22,33.83036963
4878,sample_4878,1192,0.018376912,64864,0.471763,0.22,28.45576634
4879,sample_4879,503,0.017148507,29332,0.213385,0.22,17.97878642
4880,sample_4880,1148,0.017989501,63815,0.463958,0.22,25.15156677
4881,sample_4881,1030,0.017071352,60335,0.4388,0.22,17.32073571
4882,sample_4882,731,0.01844795,39625,0.288205,0.22,29.06164307
4883,sample_4883,525,0.019003149,27627,0.200845,0.22,33.79690138
4884,sample_4884,250,0.013910527,17972,0.130764,0.22,-9.63771248
4885,sample_4885,711,0.018203231,39059,0.284143,0.22,26.97445594
4886,sample_4886,443,0.021114342,20981,0.152474,0.22,51.80311431
4887,sample_4887,495,0.019641298,25202,0.183169,0.22,39.23963146
4888,sample_4888,779,0.017048936,45692,0.332467,0.22,17.12955749
4889,sample_4889,359,0.015944217,22516,0.163841,0.22,7.707487082
4890,sample_4890,667,0.017489118,38138,0.277465,0.22,20.88383993
4891,sample_4891,986,0.01614858,61058,0.444265,0.22,9.450481361
4892,sample_4892,665,0.016090007,41330,0.300757,0.22,8.950918213
4893,sample_4893,1149,0.018510463,62073,0.451542,0.22,29.59482027
4894,sample_4894,260,0.016675218,15592,0.113443,0.22,13.94214025
4895,sample_4895,1006,0.018461764,54491,0.396374,0.22,29.17946855
4896,sample_4896,845,0.016993122,49726,0.361706,0.22,16.65352339
4897,sample_4897,1027,0.017650901,58184,0.42325,0.22,22.26366839
4898,sample_4898,967,0.016971165,56979,0.414347,0.22,16.46624945
4899,sample_4899,1271,0.019171883,66295,0.481898,0.22,35.23602321
4900,sample_4900,758,0.017067844,44411,0.322969,0.22,17.29081564
4901,sample_4901,645,0.016916702,38128,0.277253,0.22,16.0017368
4902,sample_4902,791,0.01896928,41699,0.303313,0.22,33.50803288
4903,sample_4903,826,0.017682444,46713,0.339637,0.22,22.53269872
4904,sample_4904,548,0.017712273,30939,0.225055,0.22,22.78710542
4905,sample_4905,792,0.019386581,40853,0.297011,0.22,37.06716666
4906,sample_4906,613,0.016848991,36382,0.264558,0.22,15.42423973
4907,sample_4907,1223,0.017932288,68201,0.496166,0.22,24.6636052
4908,sample_4908,550,0.016235204,33877,0.246511,0.22,10.18928959
4909,sample_4909,1175,0.017233287,68182,0.495992,0.22,18.70187447
4910,sample_4910,646,0.01944963,33214,0.241582,0.22,37.60490306
4911,sample_4911,298,0.018036557,16522,0.120192,0.22,25.55290766
4912,sample_4912,260,0.014801321,17566,0.127836,0.22,-2.040199123
4913,sample_4913,524,0.017453867,30022,0.218415,0.22,20.58318405
4914,sample_4914,604,0.018842026,32056,0.233059,0.22,32.42269765
4915,sample_4915,837,0.018529998,45170,0.328537,0.22,29.76142694
4916,sample_4916,993,0.017115968,58016,0.422121,0.22,17.70126577
4917,sample_4917,587,0.015326771,38299,0.278735,0.22,2.441328926
4918,sample_4918,356,0.020033765,17770,0.129206,0.22,42.5869505
4919,sample_4919,211,0.013848779,15236,0.110843,0.22,-10.16435925
4920,sample_4920,1035,0.017954723,57645,0.419188,0.22,24.8549474
4921,sample_4921,918,0.018391265,49915,0.36296,0.22,28.57818599
4922,sample_4922,727,0.019285866,37696,0.274016,0.22,36.20817306
4923,sample_4923,431,0.019848031,21715,0.157951,0.22,41.00284282
4924,sample_4924,603,0.017470665,34515,0.250943,0.22,20.72645101
4925,sample_4925,526,0.017283302,30434,0.221365,0.22,19.12844203
4926,sample_4926,726,0.019998347,36303,0.263896,0.22,42.28487688
4927,sample_4927,691,0.015958061,43301,0.315072,0.22,7.825557918
4928,sample_4928,975,0.01784897,54625,0.397171,0.22,23.95299068
4929,sample_4929,1073,0.017392573,61693,0.448804,0.22,20.06040957
4930,sample_4930,1098,0.017200326,63836,0.464239,0.22,18.42074777
4931,sample_4931,798,0.01966389,40582,0.294994,0.22,39.43231778
4932,sample_4932,660,0.018232548,36199,0.263162,0.22,27.22449731
4933,sample_4933,457,0.016306287,28026,0.203947,0.22,10.79555318
4934,sample_4934,531,0.017082194,31085,0.226052,0.22,17.41320947
4935,sample_4935,1094,0.019177842,57045,0.414676,0.22,35.28684544
4936,sample_4936,711,0.017531747,40555,0.294995,0.22,21.24741582
4937,sample_4937,486,0.018138389,26794,0.194909,0.22,26.4214246
4938,sample_4938,376,0.015091916,24914,0.181241,0.22,0.438269239
4939,sample_4939,680,0.01770695,38403,0.279388,0.22,22.74170969
4940,sample_4940,576,0.018613068,30946,0.225076,0.22,30.46992635
4941,sample_4941,765,0.01947556,39280,0.285579,0.22,37.82606169
4942,sample_4942,1117,0.016836996,66342,0.482634,0.22,15.32193446
4943,sample_4943,634,0.015892911,39892,0.290207,0.22,7.269896794
4944,sample_4944,584,0.018352083,31822,0.231477,0.22,28.24400812
4945,sample_4945,1077,0.017272625,62353,0.453368,0.22,19.03738413
4946,sample_4946,809,0.019112193,42329,0.307863,0.22,34.72692572
4947,sample_4947,724,0.017955904,40321,0.293308,0.22,24.86502006
4948,sample_4948,809,0.0176707,45782,0.333079,0.22,22.43253851
4949,sample_4949,243,0.016611977,14628,0.106434,0.22,13.40276193
4950,sample_4950,918,0.016869108,54419,0.395946,0.22,15.59581584
4951,sample_4951,305,0.01602901,19028,0.138397,0.22,8.430675834
4952,sample_4952,652,0.019674704,33139,0.24087,0.22,39.52454218
4953,sample_4953,859,0.017089086,50266,0.365582,0.22,17.47199152
4954,sample_4954,1017,0.017606121,57764,0.41997,0.22,21.8817503
4955,sample_4955,995,0.017989514,55310,0.402145,0.22,25.15167551
4956,sample_4956,192,0.013650907,14065,0.102324,0.22,-11.85200169
4957,sample_4957,1184,0.018690113,63349,0.460717,0.22,31.12704266
4958,sample_4958,677,0.018498279,36598,0.266206,0.22,29.49089617
4959,sample_4959,960,0.017356403,55311,0.402351,0.22,19.75191803
4960,sample_4960,1035,0.017684448,58526,0.425693,0.22,22.54979136
4961,sample_4961,789,0.017255331,45725,0.332558,0.22,18.88988112
4962,sample_4962,1089,0.016245972,67032,0.487777,0.22,10.28113122
